username,review,rating,tahun,aplikasi
Sharny Andre,bagus,3,2025,livin
Giskaandara21 Ajha,Aplikasi Livin mandiri ini sangat memuaskan dan sangat mudah untuk menggunakannya,3,2025,livin
Iman Maulana,sangat baik,3,2025,livin
Adiprayoga,setelah di perbarui kenapa halaman Livin paylater nya hilang bahkan mau akses juga tidak bisa? ada kesalahan teknis atau apa ini?,3,2025,livin
Romantikaalang,saya sangat terbantu dengan adanya livin mandiri ini saya mengucapkan banyak terimakasih,3,2025,livin
radicka bilqis,"tidak bisa login lagi setelah ganti kartu atm karna expired, mau login selalu tidak bisa setelah upload foto selalu keulang balik lg buat password, padahal udah gonta ganti password beda tp tetap selalu kendala setelah upload foto",3,2025,livin
Andre Permana,"kenapa kok Livin by mandiri saya dan kartu ATM nya terblokir bos,gak dapat di gunakan apa apa lagi🤦",3,2025,livin
Yusup Kycuk,"apalah maintenance terus tiap hari dijam"" lagi butuh",3,2025,livin
Fery A28,"livin kenapa sih ?, saya tarik tunai pake Livin melalui pembayaran QR , pembayaran berhasil saldo ke ambil tapi uang gak masuk ke penerimanya , nominal uang yg saya ambil 1110.000. pasnya di tgl 3 juli sampe sekarang gak ada kabar dari pihak kantor cabang mandiri , katanya mau di kabarin , tapi sampe sekarang belum ada kabar , tolong dong Livin bantu saya .",3,2025,livin
Tridarna Satria,rumit,3,2025,livin
Raidis0600 Raidis,kenapa sangat lambat untuk apdate versi terbaru,3,2025,livin
Ridhozw,"halo mandiri maap banget untuk jam2 malam sering pemeliharaan,sedangkan saya gaada kartu udh nunggu sebulan blm sampe2 pdhl udh order jdinya klo kepepet susah banget pake aplikasi Livin ini",3,2025,livin
nelson nomleni,"tolong perbaiki di bagian verifikasi wajah, saya sudah capek berkedip tetapi tetap tidak terdeteksi",3,2025,livin
Azis Alfatoni,sangat membantu tapi tolong kok sebentar sebentar update ya udah 5 hari ini saya ga bisa masuk akun saya karna apk sedang melakukan peningkatan setiap mencoba masuk terus seperti itu,3,2025,livin
Aisyah Auliya,kenapa tidak bisa log in ya? tulisannya layanan tidak tersedia untuk sementara,3,2025,livin
fitra nur,lama buka apps nya..,3,2025,livin
Muhammad Rezky Ramadan,Setiap mau bayar Biaya Pendidikan kenapa muncul Transaksi Tidak Dapat Diproses:(,3,2025,livin
Yessi Yunzira,"apk nya udh bagus tpi masalahnya saat mau top up e-walet dana apk nya bermasalah dan mengatakan bahwa nomor nya tidak di temukan?? kenapa apk livin tidak dapat top up dana?? apa kendala nya apa masalahnya,,karna ini mengganggu pengguna yang melakukan top up dana,, saya berharap agar masalah ini segera di tindak lanjuti",3,2025,livin
Mamo Miller,"saya kasih 3 dlu, mau login susah ya. pdhl sudah dapar no. rekening, kartu blum dikirim. gmn cara login kartu debitnya ya.",3,2025,livin
Mas Zuxxy,"livin buat login kok sekarang susah banget gak kaya sebelum nya , Tolong diperbaiki jadi agak kwatir 🙏🙏🙏",3,2025,livin
sepiONtv,plis donk kasi pilihan 50K untuk tarik tunai dan setor juga,3,2025,livin
Asih Budi Rahayu,Kenapa memperbarui password sll tdk dpt diproses ? padahal sdh sesuai arahan. bisakah dikembalikan saja password lama ?,3,2025,livin
Feri Felani,berapa lama proses mbanking di blokir yaa,3,2025,livin
Hery Thiery,"living aku gk bisa di buka, selalu keluar trus udah berulang kali di uninstal trus di instal tetep gk bisa",3,2025,livin
Een,Kenapa gak bisa masuk ke akun saya ya,3,2025,livin
Roy Roy,good....,3,2025,livin
Azka Abimanyu,tolong di bantu? kemarin2 login lancar saja sekarang baru login masuk malah kluar otomatis. apa lagi error' atau gimana. trims,3,2025,livin
Fikri Fikri,cukup,3,2025,livin
Arnold Robert,"tolong dibenerin ya gak bisa dipakai di samsung yang sudah pakai one ui 7 android 15, bahaya ini",3,2025,livin
idul fatungka,"lagi kcewa dulu sama livin, ganti kartu pisik lewat livin, pas nyampe gk bisa aktivasi, padahal kode nya sudah benar",3,2025,livin
Diki Rohadi,"ada kendala dengan livin saya,knp g bsa d buka,saya mau transaksi,livin sya eror tolong d bantu",3,2025,livin
Rezha akbqr,suka keluar sendiri,3,2025,livin
Rama Wirayudha,min. udah sebulan lebih kartu saya tidak datang datang kerumah. jadi gini min. pas saya lacak nomer resi di web. kok alamat nya berbeda dengan yang saya kasih. saya sudah komplen lewat gmail. tapi tidak ada balasan. ini gimana solusinya?,3,2025,livin
Al Afdhal,"kenapa sih maintenance terus setiap hari, tidak sama seperti aplikasi mbanking yang lain, cukup maintenance itu sekali seminggu, toh nyatanya maintenance tiap hari tapi perubahannya tidak ada sama sekali, heran saya sama aplikasi Livin mandiri",3,2025,livin
Wahyudin Wahyudin,"layanan seada nya, pindah sana pindah sini dan top up e-walet.",3,2025,livin
DVD Afrie,"Tolong admin verifikasinya ada alternatif lain, untuk verifikasi wajah aja buat aku sangat masuknya. thanks.",3,2025,livin
Hamzah,maaf fitur sidik jaringan kok hilang,3,2025,livin
Agung Fajar,kenapa tiba tidak bisa masuk mbaking,3,2025,livin
Kiki Amriansyah,Sangat sempurna Aplikasi yang sempurna. Sangat memudahkan pengguna nya untuk mengakses ny. Banyak sekali produk menarik.,3,2025,livin
Ning 304,Min tolongg dongg kenapa si kok semenjak pembaruan gabisa dibukak terus keluar sendiri padahal saya perlu ngecek saldo biar gak harus ke atm,3,2025,livin
Nana Sanah,kenapa livinku gak bisa di buka😭,3,2025,livin
Aldi Rafael,"kenapa saya beri bintang 3, saya pakai Livin dan lupa password saya ulangin sampai 2 kali malah akun Livin saya hilang, dan saya sudah hubungi cs nya tetep ga di bantu ga ada respon, tolong pihak Livin bantu orang yang lagi kehilangan pasword seperti saya, sudah di coba' tetep ga bisa, di suruh masukin nomor debit padahal saya juga belum tau nomor debit nya, tolong di atasi segera dan di balas secepatnya balasan saya",3,2025,livin
Awaluddin 04,bagi lah duit jugaaa🤧 aku saje yang tak dapat 😭🗿,3,2025,livin
Abdul Phiky,tidak bisa pindah login di hp lain,3,2025,livin
Salma Salsabila,not recommended,3,2025,livin
RAMADANI _,kenapa yaa transferan dari luar negeri belum masuk ke rekening saya.. udah 5 hari lamanya.. padahal nama dan no rek pengirim sudah benar.. penyebabnya apa?.. tolong di atasi😭🙏a,3,2025,livin
Erwin Wiwin,assalamualaikum mau nanya. kok living sy gak bisa ke buka whay.?,3,2025,livin
Rizki Ridwan,mohon bantuan nya kapan yah ka kartu livin nya sampai,3,2025,livin
Loren Ren,apakah livin yg sudah diblokir masih bisa diakses kembali,3,2025,livin
Darus Setianingrat,knpa ko g bisa dibuka Livin saya,3,2025,livin
Arief Rakhmad,setelah melakukan update terbaru fitur power cash kartu kredit saya hilang,3,2025,livin
Hartini Effendi,mandiri sudah mulai bangkrut ya????!!!! sekarang hampir semua KCP mandiri susah di temukan tidak seperti dulu,3,2025,livin
Earlene Reyna,mau cetak kartu aja ribet!kebanyakan buang waktu!,3,2025,livin
Hasnan Putra,Dulu bisa didaftarkan pakai Kartu Bansos tapi kenapa sekarang tidakbisa yah,3,2025,livin
akunyudi Yudi,"kenapa tiba tiba Livin saya tidak bisa di buka, muncul halaman,, akun belum dapat di akses,, sebelumnya aman aman saja, sudah restart hp dan menggunakan jaringan data tetap tidak bisa, mohon admin bantuan nya,",3,2025,livin
Aman Damai,"dari tadi malam sampe pagi ini gk bisa2 untuk tf, hadeeeh",3,2025,livin
Chery Chanel,kenapa mau daftar mesti nunggu pengecekan dulu...aneh biasa nya gampang,3,2025,livin
Sodikin Hsb,"pemeliharaannya lama, kalo ada keperluan jadi nggak bisa, saya tak suka",3,2025,livin
Her manto,"Livin saya kok ngak bisa login ya,tulisanya akun tidak dapat di akses",3,2025,livin
Delliya Krisyanti,"kok saya mau topup dana gabisa ya? bilgnya no nya tdk terhubung dll. kirain dana ku aja, ternyata ke akun dana lain jga sama. ni gmna jadinya sih?",3,2025,livin
juli arfan,kurang sip soalnya waktu buka aplikasinya terus di standby dan bukan aplikasi lain trus kembali ke aplikasi livin ternyata kembali dari awal lagi,3,2025,livin
Mariana Afgan,maaf kak saya sudah hampir 1 bulan ini livin by mandiri saya tidak bisa buat transfer dan tarik tunai .tulisan nya data sedang tidak tersedia.mohon bantuannya kak.saya stres sekali mikir ini terimakasih tolong bantuannya ya kak ..,3,2025,livin
Eko setiawan christianto,mencoba pake mandiri,3,2025,livin
Campagaya,livìn tdk bisa dibuka,3,2025,livin
Hamdi ribyal,"suda berapa kali bermaslah, ngk ada tnggapan, di suruh nelvon, tapi ngk di respon2, ngk di angkat2, Uda habis pulsa awak 50ribu, ngk ada di angkat2 macam mana nya ini, bukan nya makin mudah, malah tambah ribet jadinya",3,2025,livin
Muktabar,Tolong fitur tidak bisa buka Livin by Mandiri saat sedang telponan dan meeting online dihapuskan.,3,2025,livin
Hardi Hardi,saya sedang mengalami masalah di aku mandiri ini,3,2025,livin
asri wulandari,abis update gak bisa bayar tagihan sam mau beli pulsa juga gak bisa,3,2025,livin
Andri Wisnu,"bisa kah di nonaktif kan livin gak bisa di buka sambil telponannn, emang bagus sih maksudnya biar gak ada yang ketipu lewat telpon tapi menyusahkan banget buat yg mau transaksi sambil telpon, bintang lima klw bisa di nonaktif kan",3,2025,livin
ryo sasinov,"awalnya HP ku bisa pakai Livin versi 3.0.. tapi karena pas banyak aplikasi di HP, jadi baterai ngedrop.. akhirnya aku reset pabrik otomatis semua aplikasi terhapus.. karena aku masih butuh Livin, aku download lagi tapi kok gak bisa di pakai, kenapa ya min ? malah ada notifikasi ""Permintaan tidak dapat diproses."" sistem operasi HP anda tidak mendukung penggunaan aplikasi Livin..dst. mohon dibantu yaa supaya aku pakai lagi..",3,2025,livin
roni dadang mardiana,setelah hp diservice kenapa tidak bisa buka livin,3,2025,livin
mafaza nuha assallam,kok sering error yaa ? sering tidak bisa di buka,3,2025,livin
Herwin Rini,kenapa ndak bisa di buka living mandirinya ada tulisan akun anda belum dapat di akses,3,2025,livin
Faishal Aditya,sekarangkalo mau login ato daftar ajah sistem tidak mendukung terus kenapa yah. pergi ke bank di suruh daftar sendiri.kalo bisa mh gk bakalan pergi ke bank nya.,3,2025,livin
dani achmad,"verifikasi wajah susah sekali. 1000x ga bisa""!! padahal sudahh pindah"" tempat dari yg terang smpe yang gelap!",3,2025,livin
Genpewal,"jadwal maintenance pindah jam lah, jam 01.00 lebih keq. jangan jam 23.00 udh maintenance aja, payah.",3,2025,livin
Daniar Rizki Muhammad Fatah,saya gabisa login terus,3,2025,livin
Dede Syamsul,sdh pk dkomplen k mandiricare ttep saja rus dbyr ...yg jd msalahnya sy g pernh trnsaksi apapun tpi tagihan rus dbyar .uang ktrma jg g pernh masa kita rus byar tagihan bgaimna sistemnya pak..kcuali sy pernah trnsaksi bru sy bayar.tlong pk bgaiman ni,3,2025,livin
Ayu Diah,"ini kenapa yaa livin saya keluar dan tidak bisa masuk lagi. harus mulai awal lagi masukin nomer kartu dll, tapi data selalu di tolak. padahal nomer dll suda betul",3,2025,livin
Ach Yusuf,"kenapa aplikasi mbanking mandiri saya dari pagi sampai mlm tdk bisa sibuka ,selalu ada tulisan ""Belum berhasil terhubung"" pdhl sebelumya lancar2 aja dan aplikasi punya tmn2 gk ada mslh",3,2025,livin
Andri Afriyansyah,transaksi gagal tapi saldo kepotong,3,2025,livin
Kharisma Risma,Macet macet macet,3,2025,livin
Setyoni Octavia,"ini kenapa ya setiap ada pembaruan kok akun selalu keluar sendiri, disuruh masukin no kartu & no tlf di pencet lanjut kok ada keteranganya layanan tidak tersedia untuk sementara kok gitu terus si, udah 2 kali saya ngurus di Bank terdekat. masak sekarang gitu lagi si. tolong dong min",3,2025,livin
Abang Saragih,"Oii ada apa dengan aplikasi livin by mandiri ini, saat ingin login terjadi force close terus, padahal data chace atau perangkat yg jarang di gunakan sudah di bersihkan semua, dan koneksi internet juga ttp stabil namun saat ingin login ttp saja terjadi nya force close. Tolong dong min di perbaiki",3,2025,livin
Nanda Septiani,gmna si ngirim kode OTP ko lama bener sampe waktunya abis baru kekirim udah kekirim kodenya ga berlaku kocak kocak.,3,2025,livin
Jeri Kurniawan,"kenapa sih, waktu pemeliharaan lama bgt, gak ada pemberitahuan lagi mulai jam brpa smpai jam brp, kadang smpai jam 1, 2,3 stgh 4 subuh ga nentu bgtt.. tlong lah klau emg lagi ada pemeliharaan di infokan dari jam brpa smpai jam brpa, jdi org yg bertransaksi tau gak kebingungan Jadinya, klau smpt mendadak btuh transfer dn ga ad informasi klau ada pemeliharaan nah kan bingung.. JD tlong ya buat admin Livin tlong di setting kn agar ada notifikasi pemeliharaan beserta jam mulai sampai Slsai nya.",3,2025,livin
Dorodod,aneh masa ram 8 GB tidak mendukung hp sya,3,2025,livin
ALREZXA,Tolong perbaiki tiap kali ingin melakukan pembayaran QRIS aplikasi force close terus,3,2025,livin
Radin Doank,maaf saya sudh 2 kli in mau cek saldo/tf gak bisa kebuka mlah saya downlod lagi daftar lgi ini gimn y,3,2025,livin
Buddy Setyanto,"buka aplikasi susah padahal mau transfer.🤔 kecewa berat. Tahunih salah dimana, terpaksa senin kekantor bank cari tshu.",3,2025,livin
Sri Astutik,Aplikasi tidak bisa dibuka sudah 2 hari ini. sudah di update masih ndak bisa dibuka. segala kerjaan jadi terhambat tolong diperbaiki aplikasi nya,3,2025,livin
Gendowor setyo,"saya baru buka dan lewat online dan saya belum dapat kartu debit, dan saya lupa pasword trus kalo mau buka harus ada kartu debit, bagai mana caranya saya mengetahui no kartu debit saya sedangkan saya belum dapat..",3,2025,livin
Aris Khote,Setelah upgrade aplikasi loding lama terus keluar aplikasi kenapa min,3,2025,livin
Syarif Udin,masukin nomor NPWP udah pas malah ga bisa,3,2025,livin
Halo,"pas kartu ke blokir bisa dibuka / verifikasi, pas kartu udah dibuka blokir malah gangguan.",3,2025,livin
Ahmad Fahrizal,aplikasi Livin tdk bisa di gunakan,3,2025,livin
drg. Murwani Setyatiningsih,mudah dan cepat,3,2025,livin
IIkanners,knp tampilan nya berbeda ya,3,2025,livin
Elmita Sari,"tiba-tiba m-banking saya tidak dapat diakses harus menghubungi call center ribetnya mintak ampun akun saya diamankan kena Rpt-02, tolong dong kembalikan lagi akun M-banking saya semula mau transaksi jadi ngak bisa ini!",3,2025,livin
dr Miradyastari,Kenapa ya tiba2 M banking nya gak bs di buka ya? padahal saya tidak ada salah pin dll.,3,2025,livin
Sapar Udin,kenapa tidak ada notifikasi uang masuk ya? di email pun tidak ada..,3,2025,livin
Safarhan 1933,"tolong dong bikin fitur kayak BCA,mau pengaduan cs itu bisa telpon video call pake basis internet,,ga susah gini harus telpon pake pulsa,sekali nelepon kesedot pulsa gedee",3,2025,livin
Ferry Untung Budianto,"ini aplikasi kenapa ya koq muncul pengaturan terus. Mau masukin password ga bisa karena kehalangan notif ""pengaturan""",3,2025,livin
Danu Dwi,ini kenapa jam segini belum bisa melakukan transaksi !! terlalu lama livin ini offlinenya !!!,3,2025,livin
Hendrawan Hendarawan,susah pake poin klo mau toup dna sellu di suruk cek nomor udaha pajak gede tpi ngak di kasih kyaman buat nasbah tolong di bertimbangkan lagi yga supa lebih enak transaksinya,3,2025,livin
Ujang Bayu,"kenapa memintak izin melihat daftar telpon nomor data dan sandi yang disimpan di kontak bakal tersedot oleh sever, ini tidak nyaman bagi kami yang menyimpan password dan user di kontak jika ini terus dilanjutkan",3,2025,livin
Hafiz Ibnu Ali,kenapa livin sy gk bs masuk y,3,2025,livin
Abolla Laazar,biasa saja,3,2025,livin
Elestiall HD,"Ribet harus pake sidik jari atau ga password tiap mau buka apk nya, trs juga mau apply kartu fisik malah ada notif ""ada kartu yg sedang diproses"" padahal belum pernah apply kartu apapun, udh gitu pas ada TF an masuk ga ada notifikasi",3,2025,livin
Felicia Belvania,"kak nomor telvon hangus ,gimana cara login lagi di livin",3,2025,livin
Abdul Azis,"loadingNya kelamaan,,, aplikasi perbankan terlemot yang pernah sy temui. coba admin Livin untuk buka juga BRIMo dan BNI atau bank digital lainnya,, lalu rasakan ketika baru buka apk waktu mau login,, sberpa besar peebedaanYa",3,2025,livin
Pesona Truk desa,livin aneh banget masa ATM ku di blokir sementara sedangkan aku gak ada transaksi yg aneh aneh mohon di perbaiki Sistem nya,3,2025,livin
Wardah Syahin,aplikasi apa nii ?? .orang gak ada buka.. tekan2.. dia asyik buka sendiri saja.. mcm ada orang yg gunakan... tolong yaa bank Mandiri.. tingkatkn Quality. saya gak suka yaa asyik terbuka2 aja livin mandirinya... saya kirim.email pun gak bisa,3,2025,livin
Arif Budianto,kebanyakan upgrade,3,2025,livin
Mukhammad romdhoni,"aplikasinya bagus mudah,waktu itu pertama kali instal normal pas digunakan,kok sekarang pas saya mau bayar,apk pas di buka force close trus,padahal udah di update trus juga jaringan normal,saya juga udah sempet instal ulang tapi sama aja masih force close,rating 3 dulu deh",3,2025,livin
Nova Manis,"Knp livin tidak bisa dibuka,ada tulisan livin tidak mengakses no telepon",3,2025,livin
Teguh Agustinus,"verifikasi selfie time out terus, cahaya ok, data wifi. tp gagal terus. knp harus berkedip, klw gagal terus dlm proses berkedip",3,2025,livin
Renaldi Ramadhan,hallo selamat malam kenapa ya mandiri sekarang ko ga bisa Tranfer kadang suka gagal terus,3,2025,livin
Aditya Utama,kenapa Livin harus minta ijin buat di sambungkan ke akses telp?? bukannya ini udh msk ke privasi customer yaa..?? ada apa nihh...,3,2025,livin
ade yana,gagal instal di android 12,3,2025,livin
Anwar Rudin,knapa aplikasinya GK BSA dibuka melalui hp redmi not 7 pdahal saya dh punya akun,3,2025,livin
Muhammad Danda Al-Jawiy,"Halo Mandiri, kenapa setiap saya buka Aplikasi Livin selalu dimintain Update pasword, ini sangat disayangkan sekali 🙏😭",3,2025,livin
Mamarisita Mamarosita,Bagus,3,2025,livin
Dimas Yulianto,kak kenapa nggak ada tulisan buat login ya,3,2025,livin
Bahrudin firmansyah,ganti kartu dari GPN ke visa lama sekali. pergi ke KCP terdekat pusat kota juga lama sekali. tolong di perbaiki sistem nya. waktu adalah uang. ganti kartu aja bisa sampe 2 jam lebih.,3,2025,livin
Barrends Saija,kenapa Qris tidak bisa di gunakan setelah selesai di update? 🌟 3 dulu ya,3,2025,livin
Moch Suhudi,setelah download kenapa aplikasinya g bisa di buka..habis di klik selalu balik ke menu utama layar hp,3,2025,livin
Don Ali,masukan ni untuk Livin Mandiri . kembalikan lagi fitur referral nomor HP nasabah lama untuk pengguna baru livin. jangan menggunakan kode referal share link terlalu ribet kandang poinnya juga nggak dapat.,3,2025,livin
Andhika Pratama,ini saya kok buat login di HP 1 lgi gabisa ya pas bagian kode otp udh di masukan malah suruh menunggu layanan,3,2025,livin
Ismail Volker,"kecewa sama MANDIRI, pinjaman sudah lunas 1th yang lalu dan sudah di urus semua, tp masih saja muncul saldo tertahan, tolong di perbaiki lagi sistemnya.",3,2025,livin
Bilal Alfariziii,gak bisa masuk harus masukin nom kartu padahal gx da kartu nya jadi bingung,3,2025,livin
Sami Romi,Livin knp tidak pernah ada notif setiap melakukan transaksi jadinya saya gaktau kalo gak buka apk nya,3,2025,livin
Gerhana Annuur,knp setiap mau masuk keluar terus apakh gangguan pada hari in selasai tgl 24-6-2025,3,2025,livin
Kukuh P,"aplikasi tempik..! berkali kali uda kasih pasword baru masih aja sama bug nya itu di perbaiki...,!",3,2025,livin
Pikri 2018,"Bisa dibantu supaya bisa login? keterangan sudah terdaftar namun belum punya kartunya,dan pesan yang masuk ke email hanya kode otp bukan nomer rekeningnya,bisa dibantu supaya bisa login terimakasih 🙏",3,2025,livin
Deddy Taufik Akbar,kenapa tiba² tidak bisa dibuka ya,3,2025,livin
Damar Aprian,kenapa ya ga bisa dibuka ada tulisan hp anda tidak mendukung padahal android nya terbaru,3,2025,livin
Rudy Wijoyo New,"Gmna sih katanya Kartu ATM dikirim 14 hari kerja ? ini sudah lewat 14 kartu kok blm jg sampai, Nunggu dijemput kurir saja kok sampai 15 hari ? aneh ini",3,2025,livin
Mukhlas AS Mukhlas,Tolong di perbaiki Livin gak bisa masuk ke aplikasi tolong di bantu ya🙏🙏 transfer aja gak bisa 🙏,3,2025,livin
Romi Rakasiwi,"tidak bisa tarik tunai pecahan Rp 50,000. lalu debit card tidak di kirim kirim ke rumah",3,2025,livin
Septa Nugraha,selalu susah untuk masuk m banking,3,2025,livin
Gedang Kelutuk,keseringan gangguan mulu pas mau transaksi jadi susah buat bayar pas di tmpt blanja klo lgi ga bawa duit cash,3,2025,livin
Randa Saputra,ini aplikasi bukan nya mempermudah TPI mempersulit klau salah sandi suruh ke bank buka blockir nya knpaa ngk di hp aja ngk semua orng punya waktu untuk buka block nya di bank,3,2025,livin
Lexy Phonestore,lebih gampang,3,2025,livin
Agustinus Wignyo Gunawan,aptol minta NPWP dikasih 15 digit minta no togel 16digit baru bisa di OK. ngeden ampe ambeien juga ga bakal terverifikasi.,3,2025,livin
Leman Siregar,23 juni.. aplikasi minta akses ke no telp..saya gk kasi..eh aplikasi nya ngambek..gk bisa masuk ke dalam jadinya...apa niat nya ini?,3,2025,livin
Rizalzal 97,"cape ,tiap hari maintenance,,",3,2025,livin
Rayyan Labib Alfarizqi,"Tolong dong min, push notifikasinya di benerin lagi. Setiap transaksi ga pernah ada notif, padahal pengaturan notifnya udah di setting ke 0 tapi tetep ga muncul notif. Masa kalah sama super-app bank lain.",3,2025,livin
Reni Pabriani,hallo kak setelah update kanapa kalau lagi telponan jadi tidak bisa buka livinnya? tolong kembalikan seperti sebelumnya aja 🙏🏻 mungkin bagus sih jadi kalau ada penipu via telpon dan minta bertransaksi jadi tidak bisa karena masih dalam panggilan. tapi menurut saya lebih baik di jadikan opsional aja mau pake keamanan itu atau tidak 🙏🏻,3,2025,livin
Syahrul Firmansyah,"tolong di bantu saya slalah pasword dan ganti nomer baru, dulu pertama kali login ke livin pake nomer lama dan skrng pakai nomer baru, nomer yg lamanya udah hangus dan kebuang jadi gmna solusinya untuk mendapatkan otp pesan buat ubah pasword sandi baru",3,2025,livin
Mega Inayati,"Mengapa livin mandiri memaksa minta akses ke telepon? kan nomor telepon sdh terdaftar di awal? dan saya sama sekali tdk mengubah nomor telepon saya. Kemarin bs digunakan fine2 saja, tiba2 hari ini, tanpa ada kejadian khusus apapun, pas mau dibuka maksa minta akses ke telepon, buat apa??? penjelasan kebijakan resminya dimana? tiba2 bgt dan bikin kuatir atas akses gk jelas",3,2025,livin
Wahyu Duren sawit,livin saya tidak bisa buat transaksi ewalet juga pembayaran belanja online,3,2025,livin
yuli ekoprayitno,kanapa ya saat digunakan keluar sendiri,3,2025,livin
Auliya Ayatullah,"sering gangguan, saran tolong emoney berikan history nya",3,2025,livin
rombeng mania,GK bisa di buka,3,2025,livin
lisna waty,"belum bisa 100 persen merkomdasi Livin untuk wilayah internet nya masih kurang,kurang yang saya maksud tu loding bentar2 doang nonton mah lancar,masa iya top up kota atau pulsa dinyatakan berhasil dan Kouta nya blm masuk,dan masih proses 1×24 jam,sedangkan aku top up untuk internetan dan perlunya cepat,dan aku mau meadukan masalah dan Customer Service Livin’ by Mandiri lelet juga balesin caranya dari WhatsApp dan email kurang responsif gak suka sumpah untuk bintang nya masih 3 gak aku kasih satu",3,2025,livin
Uli Putri Sion Sitanggang,lelet bgt pas baru masuk,3,2025,livin
Hirin,"pembayaran Qris tertunda, saldo kepotong gimana ini, baru Bernah alami biasa ga lancar² aja hmmm",3,2025,livin
Kurniawan Nanang,down ya setelah di update,3,2025,livin
Suwandi Suwandi,cara buka pengaturan; ada tulisan lindungi transaksi. kok ngga bsa dibuka,3,2025,livin
Lupa Yue,Setelah install ulang aplikasi saya jadi tidak bisa login ini kenapa?,3,2025,livin
Eka Wizaksana,kenapa Serang trasnfer k BRI adm nya jadi naik kemarin 2.500 sekarang ko jadi 6.500 mohon penjelasanya,3,2025,livin
Adi Agustiansyah,"saya mau buka rekening via livin ini tapi setelah foto KTP malah balik lg k awal. begitu terus sampe berkali-kali, sampe warung madura tutup, padahal biasanya 24jam",3,2025,livin
Hizba Dinillah,mandiri yg telah diupdate tidak bisa diakses ketika lg tlponan ituu perubahan yang sangat tidak masuk akal,3,2025,livin
Siti Aisah,"ko saya ga bisa login ke livin,knp ya?muncul tulisan Lindungi data transaksi anda mulu.. Buka Pengaturan,udh di buka ttep bolak balik lindungi data transaksi mulu..why????",3,2025,livin
Taesar Maulana,"sudah bertahun-tahun pemakaian livin , ko ga muncul2 fitur KSM nya , padahal gajian juga lewat mandiri kartu kredit nya juga ada , tapi KSM nya kenapa ngga muncul",3,2025,livin
Supri Atno,saya lupa no kartu saya bisa hubungi kmna ya,3,2025,livin
riyanef,"setelah update, untuk melakukan pembayaran di aplikasi perlu waktu cukup lama. harus mengulang2 transaksi beberapa kali baru bisa tersambung untuk melakukan pembayaran.",3,2025,livin
Jeruk Lampung,aplikasi gabisa di buka,3,2025,livin
Laura Lumbantobing,"bagus banget mudah digunakan tapi setelah update terakhir ini, kalau aku mau memasukkan foto untuk qris pada bagian album hanya beberapa bagian yang muncul (hanya 3 area yang harusnya 10) padahal sebelum ada update, seluruh album ku itu bisa terbaca gitu. yang sekarang ngak bisa jadi sedikit membuat rumit ketika sedang buru-buru",3,2025,livin
Daffa Maulana,"keseringan maintenance,kalau lagi urgent dan cuma bisa tf tapi malah maintenance tu kesel banget bawaan nya",3,2025,livin
Biandra Mp,info transaksi berhasil tapi dana belum masuk ke rekeking pengirim,3,2025,livin
Yusrul Khotimah,"biaa gak sih livin perbaiki lagi sistemnya, mau top up aja ada aja maslahnya, atur jam otomatis lah itu lah, gak bisa apa kayak aplikasi bank lain lancar2 aja heran",3,2025,livin
Irwan Caco,baik,3,2025,livin
Alz G,"Jujur untuk ux masih ringan bca mobile, untuk ui malah lebih suka yang sebelum di-update ini, sekarang kaya monoton kurang menarik, tapi untuk layout nya sudah lebih baik lah. atau coba kaya main tranparant glass kaya nya menarik",3,2025,livin
Mince Isir,"kenapa kalau buka aplikasi livin Mandiri ...selalu dimintakan update pengaturan akses telpon dan kontak....apakah ini sesuai privasi pelanggan, apakah palikan living dapat melihat kontak dan panggilan telpon pelanggan",3,2025,livin
Riki Rahman,aplikasinya sangat2 membantu.,3,2025,livin
Alsep Argo Triagung,baik dan memuskn,3,2025,livin
Dandy Kusuma,kalo malam sering gak bisa di gunakan,3,2025,livin
Dwiki Pratyakso,"tolong perbaiki, saya pakai koneksi Im3 dr hp. livin ga bisa login. cuma tampil dihalaman depan. tapi pakai wifi rumah lgsg kenceng loginnya. ada kendala ga bs konek pakai koneksi hp.. tdnya saya pikir merata, trnyata ga merata...",3,2025,livin
GOBER Tv,mantap,3,2025,livin
Nabila azkha11,susah bgt proses vermuk nya....da kaya ojol aja....harap permudah nasabah lah,3,2025,livin
Tarompa Japang,"setelah update, warna biru nya kurang menarik, gak bagus, perjelas lagi biru nya",3,2025,livin
Gahol Gahol galih,ko saya mau masukin paswod gabisa harus ada no kartunyah sedangkan kartunyah blm di anterin,3,2025,livin
Ade Alfiansyah,Tolong perbaiki ada beberapa devic tidak bisa padahal sebelumnya berjalan dengan normal di prangkat poco x3 pro dan Redmi 8,3,2025,livin
Kellen Owens,"tolong perbaiki sistem keamanan yg lebih tinggi lagi, per hari ini Livin saya kena boboll ,,, saya sarankan pihak mandiri bisa update keamanan yg lebih2 bagus lagii,,",3,2025,livin
diana angesti,sekarang kalo lagi tlfnan di app watssup gabisa sambil buka aplikasi my living ya?? diubah dong tolong ..,3,2025,livin
hendra adhiwibawa,"Tiap malam maintenance trs,gak ada notif TF an masuk..Payah...",3,2025,livin
Andreas Kedang,kenapa ya apk livin saya nggak bisa lakukan traksaksi? mohon bantuannya,3,2025,livin
Arbe Arbe,banyak trobel,3,2025,livin
Zain munandar,tidak notif jika ada uang masuk,3,2025,livin
