username,review,rating,tahun,aplikasi
Nur Khasan,"sekarang aplikasinya jd berat buat dibuka, padahal dulu enteng2 aja",3,2025,brimo
ANDIK PRASETYO,"Saya harap dari Tim pengembang untuk memperbaiki segera, aplikasi nggak bisa masuk selalu keluar saat mau login",3,2025,brimo
Sukarjana Jana,kenapa udah 2hari gak BS transaksi,3,2025,brimo
Anisa Maharani,"ini gimana sih, aplikasinya gk bisa di buka, pdhl jaringan bagus!",3,2025,brimo
Muhammad Syahidan,aplikasi nya banyak error saya kalo mau beli kuota di persulit tolong di perbaiki lagi aplikasinya,3,2025,brimo
Suheri Sihite,"fitur tangkap layar / screnshot pada mutasi tidak berfungsi lagi,,sementara itu sangat berguna bagi saya",3,2025,brimo
M IHSAN ARAPAT,ini knp brimo tiba2 GK bisa bukak ap salah y kacau²,3,2025,brimo
_ EzEWays,"Sudah nyaman selama ini, tp akhir2 ini terganggu karena sudah tidak bisa screenshot mutasi dan tdk ada menu eksport mutasi. Sering juga kendala muncul notifikasi internet tidak tersambung, padahal untuk aplikasi lain tidak bermasalah dg internetnya.",3,2025,brimo
Zulfia Vivi,"kenapa terus muncul notif ""BRImo tidak menanggapi""",3,2025,brimo
titto bagus,lumayan,3,2025,brimo
Ahmad Karim,"Sudah 5 hari tidak bisa buat transfer, setiap kali transfer muncul pop up peringatan, di bawa ke cabang BRI juga tidak bisa",3,2025,brimo
Muhammad Hasbi,sering eror ni aplikasi,3,2025,brimo
Koongz Fc,saya akan memberi bintang 5 kalau saya sudah bisa mengunakan brimo seperti semula,3,2025,brimo
Riki Riansyah,Brimo Saya Kenapa Gak Bisa Transfer Ya Min.,3,2025,brimo
WIWIN RIZKY DWI SAPUTRA,"setelah adanya pengetatan notifikasi yang berdampak pada nasabah tidak bisa melakukan akses transaksi melalui aplikasi, untuk sementara saya kasih bintang rendah dulu sampai aplikasi dapat digunakan seperti dulu lagi. Mohon untuk segera diperbaiki, tidak semua Nasabah mengerti cara memperbaiki, bahkan datang ke Customer Service langsung pun hasilnya Nihil.",3,2025,brimo
Wildan Abdurrahman,"Force Close terus nih app, ayolah BUMN product, buktikan produk anak bangsa sendiri setidaknya apabila sempurna minimal jangan bikin ribet.",3,2025,brimo
siswanto,"ternyata banyak yg ngeluh sama... brimo dibuka sebentar aplikasi nutup sendiri. hapus cache, reinstall sama saja hasilnya.. segera perbaiki dong",3,2025,brimo
Hilal pulsa Sugi,belum punya rekening coba daftar online kok gk bisa ya.. padahal data sdh lengkap sesuai KTP.. semua proses sdh diverifikasi.. giliran buat PIN terakhir kok gak bisa..,3,2025,brimo
Hendri Nuh,username sama password nya udah sesuai kenapa gak bisa di buka,3,2025,brimo
As Ikin,bagus,3,2025,brimo
Fuad,setelah diupdate kok gak bisa buat tf dan lain2..... sudah datang ke kantor bri terdekat tp gk ada solusi. bisa di jelaskan dan gimana solusinya,3,2025,brimo
Ahmad'5 Farhan,"Saya tanya call center sama saja semua jawabnya template ""Apabila aplikasi BRImo terhenti maka pengaturan ponsel tidak mendukung aplikasi atau memori ponsel penuh. Silakan menghapus aplikasi lainnya yang tidak resmi, perbarui sistem operasi ponsel, kembali ke pengaturan awal (pabrik) atau mengakses aplikasi BRImo melalui ponsel lainnya."" edit: telah diperbaiki",3,2025,brimo
aweng Squard,kak ko rekening saya sudah ditutup,3,2025,brimo
Pahrul Razi,knp min mau masuk jadi lemot ngga bisa masuk knp min,3,2025,brimo
IqbalEA,"dear developer.. semoga ada update lagi segera karna setiap kali buka aplikasinya tiba"" langsung keluar sendiri, sudah beberapa kali intall ulang, restart hp dan bersihkan cache tetep aplikasi gak berjalan normal, semoga ada upadat segera...",3,2025,brimo
Heri Kurtniawan,setiap hari dipotong dana keluar lama-lama bisa berkurang tabungannya emang sih kecil...kalau tiap hari pasti sudah ke hitung nominalnya bagaimana mana ini apa itu maksudnya,3,2025,brimo
Jonathan Reinhart,Error tidak bisa login brimo,3,2025,brimo
Starla xoxo,setelah di update kok sering eror ya utk yg mau transfer? mohon di perbaiki,3,2025,brimo
riski harianda Riski,"sering ganguan di hp, malah gak ada kartu fisik",3,2025,brimo
Andriansyah,kenapa sekaranng mutasi nya elor gak bisa lihat mutasi,3,2025,brimo
Rendy Kurnia,ngeclose2 senidiri kocak,3,2025,brimo
Fariez Gaming,kenapa BRImo gk bisa dibuka,3,2025,brimo
Erna Wati,sudah apdate malah tidak bisa transaksi,3,2025,brimo
Jimmy Sunanta,kak mau tanya kenapa saya mau transfer gak bisa,3,2025,brimo
Diego febiano,"kenapa harus ada batasan saat mengfoto ktp dan muka, dan kenapa sulit sekali untuk berhasil pasti poto selalu gagal padahal sudah pas, mohon untuk diperbaiki karena menyulitkan untuk yang ingin mulai mendaftar ke aplikasi",3,2025,brimo
Agan Hb,"habis update 2 hari yang lalu kok aplikasinya sering berhenti,, lemot banget.. tolong dperbaiki.",3,2025,brimo
Sugianto,kemarin istri saya mencoba daftar brimo mentok terkendala pada verifikasi wajah (tertulis loading) kok susah amat ya... 😄😄😄,3,2025,brimo
Mr. Acheng,Update mutasi sangat lama.. Tolong di perbaiki lagi,3,2025,brimo
Diana Humairaah,kenapa tiba tiba ada tulisan kemungkinan akun di blokir ketika mau bayar pakai qr / transaksi lain yaaa padahal rekening aku aktif,3,2025,brimo
índrα gusnєt,bank besar tp aplikasinya lagi mabok,3,2025,brimo
RUSPANDI,update mutasi hari sebelumnya tidak bisa,3,2025,brimo
PlayStore,makin update kok makin ngebug ya.. 2 bug yang saya temukan 1.tidak bisa tambahkan nomor topup ewallet 2.tidak bisa melihat hustory tanggal sebelumnya.,3,2025,brimo
Risqon Risqon,agak lelet ke loging,3,2025,brimo
Evi Sukaesih,knapa brimo ga bisa masuk yah keluar sindiri.ga bisa login sama sekali,3,2025,brimo
Ayatulloh Ahad Robanie,5 agustus 2025 setelah update APK jadi crash terus saat pencet login. dan sama sekali tidak bisa di gunakan sudah mencoba clear cache dan cleanup HP tapi masih tetap crash,3,2025,brimo
Pembawa Rezeki,lumayan,3,2025,brimo
Efran Adon,terlalu banyak potongan saldo,3,2025,brimo
Rheina Rizky Ramadhani,"kok mau masuk brimo gak bisa ya? malah mental ,apa sedang perbaikan/ eror ini?",3,2025,brimo
Yudha Madioen,Gak bisa dibuka aplikasinya,3,2025,brimo
Syahadatul Hayati,ini kenapa asal mau TF malah kedeteksi ada Malware Mulu setelah apdet yah..,3,2025,brimo
khaidir lbs,baru aja di pake sudah minta update,3,2025,brimo
Hodray real,"woii malah bug"" gak jelass",3,2025,brimo
elisa elis,kenapa apkikasi brimo tidak bisa dibuka apakah data aman mohon penjelasannya,3,2025,brimo
rully munggaran,"kenapa setelah di-update saya jadi tidak bisa screenshot mutasi rekening. 4 Agustus, sekarang malah tidak bisa cek mutasi, tidak ada info apapun, hanya ngeblank warna putih dan aplikasi brimo not responding.",3,2025,brimo
Zam -Red,"kenapa gk bisa pake transaksi transfer,dll we detected something terus .. d tanya ke cs koq bisa seperti ini.. lah gw nanya malah balik nanya cs ny",3,2025,brimo
Arief Rahman Anshori,"aplikasi brimo tidak bisa transaksi, karena terdetek Malware.. sudah direstart di download ulang brimo tetap tidak bisa.",3,2025,brimo
Guruh Aji,gak bisa di buka knapa ini,3,2025,brimo
Eko nur cahyadi,Kenapa setelah di update tidak bisa untuk transfer dan transaksi lainnya yaa,3,2025,brimo
trias prasetio,ini kenapa setelah update terakhir jadi sering eror yaa aplikasinya,3,2025,brimo
Kadek Indrawan,"Kenapa setelah update ke versi ini Ketika saya mau mencari fitur QR Tampil, saya harus mengetik di fitur pencarian dulu: baru fiturnya muncul. padahal versi yang kemarin sangat memudahkan sekali, sekarang kok malah menyusahkan nasabah.! tolong segera diperbaiki aplikasi ini",3,2025,brimo
Meyy,sudah berapa hari ini brimo saya tidak bisa dibuka tertulis brimo tidak menanggapi itu sangat menganggu,3,2025,brimo
sapto priyono,"kenapa tidak bisa di buka ini , setelah maskan sandi nutup lagi",3,2025,brimo
aHmAd jUnAiDi,tolong jelaskan mengapa aplikasi brimo saya mengalami bug saat memasuki aplikasinya,3,2025,brimo
Sarman truus,"Saya kurangin bintang nya, karena ke sulitan untuk login, bahkan baru pencet masuk belum sempat masukin user ID udah langsung keluar dari aplikasi. makin kesini bukan nya makin bail malah makin bobrok ni aplikasi",3,2025,brimo
Agung Nura,"tolonglah di perbaiki aplikasi brimo,harus nya setelah update bagus dong.ko masa ini error terus min.",3,2025,brimo
Ryo Mahessa,"top up dana saldo udah kepotong tapi gak masuk didana, tapi mutasinya gagal, ini gimana? mau minta ganti sama siapa?",3,2025,brimo
Hendri Anto,kok sekarang makin lemot ya lama loadingnya.,3,2025,brimo
Erwin Prasetyo,Mohon diperbaiki. di handphone motorola g45 selalu force close ketika membuka aplikasi.,3,2025,brimo
Nijam Driiey,kenapa sering bug keluar sendiri. aduhh tolong la perbaiki,3,2025,brimo
Nadia Lubis,kenapa beberapa hari ini brimo tidak bisa cek mutasi rekening? apakah karna berita2 viral pembekuan PPATK akhir2 ini?,3,2025,brimo
Siswanto Aja,saya ganti hp android 15 kenapa dibuka langsung nutup sendiri? Padahal di hp sebelumnya lancar saja... uninstall install matikan hp akhirnya jalan lagi DAN SEKARANG NUTUP SENDIRI LAGI :(,3,2025,brimo
zansky setiawan,saya kasih bintang 3 karena tf tidak bisa,3,2025,brimo
Candra Febriar,tiba tiba aplikasi keluar sendiri saat tarik data mutasi,3,2025,brimo
Maulana Malik,knpa JD ga bisa d buka pas ada perbaruan,3,2025,brimo
hery hermizal,"BRIMO setelah update kok sering force close yaa.., ini mengganggu dan sangat tidak nyaman sampai update terakhir, aplikasinya Masi force close, ssya mnggunkdn moto g45",3,2025,brimo
Muh Yusuf,knapa brimo tdak bisa di akses?,3,2025,brimo
Frischa Jessicha,kenapa ya ga bisa login apk pdhal username sama pasword udah bener,3,2025,brimo
Ardian Gunarto (gugun),"setelah update, aplikasi sangat berat butuh beberapa menit, sangat berat banget",3,2025,brimo
Harta Hutagalung,knapa setelah foto KTP kok langsung kembali ke awal lagi,3,2025,brimo
AbuKhalifah IbnuSyam,kenapa mutasi saya tidak terbaca setiap mau cek rentang waktunya. sudah dua hari ini,3,2025,brimo
RizxFtFredrinn,stres,3,2025,brimo
mustofa kamall,"kenapa skrg brimo sy gak bisa dibuka apk nya diperangkat sy, tolong dong dev, dan bug diperbaiki, setor dan tarik tunai",3,2025,brimo
eva gultom,"kenapa saat cetak mutasi tidak bisa screenshot panjang, padahal sebelum"" nya bisa. tgl 1 Ags 2025 bisa saya buat, setelah tgl 2 Ags 2025 tidak bisa lagi padahal saya sangat butuh untuk membantu dan mempermudah pekerjaan saya",3,2025,brimo
Isbandi Isbandi,agak lemot,3,2025,brimo
Maya Diana Wati,ini kenapa ya brimo tidak bisa di buka padahal tadi malam bisa pagi sudah tidak bisa di buka 🙏,3,2025,brimo
Ifad Fadliah,tidak bisa masuk aplikasi,3,2025,brimo
elisa julia,"kenapa BRImo saya ini tidak menanggapi terus menerus, kasih solusi nya",3,2025,brimo
Esta Alfina,kenapa tiba* gk bisa di buka pdahal sebelum nya bisa.,3,2025,brimo
Ketut Sudiana,"Update terakhir brimo tidak bisa di buka. sempat bisa di buka tapi keluar lagi. kemudian juga coba di install ulang masih tetap sama, saat ingin login aplikasi kekuar sendiri.",3,2025,brimo
Jaya Suta,sangat baik,3,2025,brimo
Jumyati Yanto,Skrang knpha GK bisa pke briguna pdahal sangat membantu d saat kita membutuhkan.pdahal briguna kan motong pun lwat gajih kita lngsung tolong dong aktipkan lgi brigunanya,3,2025,brimo
M hipni Hipni,"kenapa brimo pas masuk ,bisa keluar sendiri",3,2025,brimo
rizal rohman,we detected something blocking the application screen. to make sure your data is safe. please close up popups and other overlays. if Nothing is Obstructing the application screen. try to restart the application and perform a malware scan. kenapa ada tulisan seperti itu ya?,3,2025,brimo
setiani dewi,kenapa tdk ada notif brimo saat transaksi ??,3,2025,brimo
Evi Yuliana,"ini gimana ya aplikasi tiba² nge bug pdhl baru aja kmrn buat tarik tunai di atm dan buat transaksi lancar baik² aja ga da masalah,tiba² hari ini ngebug gs bs di buka,gmn cara ngebenerinnya???????????",3,2025,brimo
Fitri Ani,"kenapa semakin eror ya, jadi lelet sekarang. buktinya lama keluar walaupun transaksi berhasil. tolong diperbaiki lagi",3,2025,brimo
Ardi Walker,"Kenapa Sms Link Login Aplikasi Gak Di Kirim Kirim,, Gimana Mau Login Aplikasi Kalau Gak Di Kirim Link Nya,,",3,2025,brimo
Muhamad Rofidin,APKnya ga bisa dibuka ini knpa ya? dibuka tb tb kluar dgn sendirinya. tolongin saya🙏 saya lg butuh bgt🥹,3,2025,brimo
Ra Harjo,aku buka brimo muncul aplikasi tidak menanggapi muncul terus bagaimanayah,3,2025,brimo
Mutiara Kasih,kok bisa ilang aplikasinya dari beranda saya,3,2025,brimo
Panji Pangestu,kenapa daftar ktp tidak valid,3,2025,brimo
heureuy gaming,gak bisa log in,3,2025,brimo
Ratu Cellular,"cepet logoutnya, terus mutasi suka gak sesuai",3,2025,brimo
Rini Sudjarwati,lancar n cepat krn sy sdh bisa operasikan sendiri 😊,3,2025,brimo
Habel Mira,mohon di rubah tampilan awal brimo untuk dapat memberikan opsi pilihan,3,2025,brimo
Hengki Hermanto,brimo tidak di pakai 3 bulan lebih kok di bekukan padahal saldo juga masih ada,3,2025,brimo
Arsynintia Adiputri,kenapa yah sy mau mengaktifkan finansial di BRImo tapi gagal terus,3,2025,brimo
Ilham Rizal,Masih ada yg harus diperbaiki,3,2025,brimo
Maria Elva,ini knpa aplikasinya gk bisa di bukak yha,3,2025,brimo
PRAJA MANURU,mengapa Aplikasi Sering Ketutup sendiri bahkan tidak Menanggapi,3,2025,brimo
Mahatir Tanaba,"kenapa waktu selesai pembaharuan aplikasi brimo, saat di buka aplikasi menggunakan user name dan sandi, malah tidak bisa masuk, malah ada pemberitahuan ( DATA AKUN TIDAK SESUAI KODE HSNM) tolong di bantu soalnya penting",3,2025,brimo
t_omat,kenapa brimo tidak bisa dibuka dihape Motorola?,3,2025,brimo
Sugeng Firmandy,"Saat buat transaksi selalu muncul tulisan di layar hape "" we detected something blocking the aplication...bla bla bla.."" dan akhirnya tidak bisa di pakai buat transaksi , upgrade terbaru sudah, matikan aplikasi sudah, bahkan restart dan hapus data juga ,tapi belum bisa . ini gimana solusinya? sudah email bri, telpon CS dll tidak ada solusi",3,2025,brimo
E Vox,"mau narik uang 200.000 pakai qris, saldo ada 242.000.00. malah ada tulisan ""saldo anda tidak cukup"". aneh-aneh",3,2025,brimo
Yulia Pratiwi,kenapa sering keluar sendiri ? padahal aplikasi ini sangat membantu..,3,2025,brimo
Sohmo Jhon Kevin,"saya sudah menunggu lama untuk kode masuk dari sms, tapi belum ada juga sampai sekarang. kenapa bisa begitu? di upgrade tapi masih bermasalah servernya.",3,2025,brimo
Kuting Meong,"niat buka rek buat nabung malah ada kebijakan baru, rekening tidak ada transaksi langsung dorman, mending tarik aja semua saldonya, ngapain punya bank.",3,2025,brimo
Triat Moco,memberi pelanyanna bermanfaat,3,2025,brimo
PUSRIYADI YADI (Yandi),selalu 😍👍 untuk BRImo,3,2025,brimo
Thoriq Per,kenapa susah sekali untuk membuat rekening setiap isi data pekerjaan selalu kembali sendiri,3,2025,brimo
Latif Azizan,cukup bagus,3,2025,brimo
Dewa Alam,"susah banget sekarang mau login, harus pake data no handphone yg terdaftar, kalo nomor nya udah GK aktif repot jg.",3,2025,brimo
Elma Togatorop,"akun dan email udah bener buat log,TPI tidak bisa masuk.katanya akun dan password tidak benar.udah di benerin tetap aja gak bisa",3,2025,brimo
Pepiyanto,"ribet, update terus",3,2025,brimo
NengRena TrianiLubis,"saya mau tanya, sekarang BRI di ptong nya seminggu berapa kali? dan kenapa suka beda? bukan masalh nominal nya emang gak besar, tapi seminggu bisa ada yg beberapa kali di potong. ada yg 3.750 perak kadang 2 ribu lebih kadang cuman 750 perak, saya sekarang jadi males nabung di simpen di brimo, makin nyimpen gede makin suka di potong uang malah ber kurang yg tadi nya mau nabung biar gak kepake, malah trus berkurang",3,2025,brimo
Abdul Rasyid,app brimo sangat membantu,3,2025,brimo
Bani Muhammf,terbaik,3,2025,brimo
Zeprizal aprianto,kak kenapa aku brimo saya ngestak di soalnya udah salah pin 3 kali jadinya buat kata sandi baru tapi pasword baru SMS udah masuk saya pencet cuma di buat pasword baru terus,3,2025,brimo
Aidy cempluk kejora,"saya berharap brimo mengkaji ulang agar log in ke perangkat lain lebih mudah . mungkin di ganti dengan identifikasi wajah , tidak perlu menggunakan nomer yang sama dan data harus aktif bagaimana jika kehilangan hp beserta nomernya atau mungkin nomer nya sudah tidak aktif lagi , mohon bantuan nya. terimakasih",3,2025,brimo
Putra tri arifin wardiman Gulo,apk ini sangat bagus dan memudahkan pengguna.,3,2025,brimo
Talitha HukamaAndini,banyak bug,3,2025,brimo
Tita Rosita,"aku dftr brimo tpi ko ga bsa verivikasi wajah yaa..alasannya kamera depan tidak mendukung,gmna ya solusi nya...??",3,2025,brimo
Can,"Tolong apakah nomor 14010 nomor resmi dari bank BRI? Karena saya di telfon berkali-kali, dan saat di angkat mereka mengatas namakan dari BRI. Misal ini memang nomor resmi dan merupakan program baru dari BRI, lebih baik di kirim informasi garis besar lewat email ke nasabah. Jika nasabah tertarik baru kontak langsung ke BRI. Kalau di kontak tiba-tiba begini oleh nomor tidak dikenal mengganggu sekali.",3,2025,brimo
Among 526,kak tolong perbaiki lagi aplikasi BRIMO nya mau transfer duit aja tgl 28 juli 2025 masuk duitnya tgl 29 juli 2025 payah aplikasi BRIMO ini,3,2025,brimo
Info Virall,"sudah 2 minggu rekening saya dibekukan, kenapa bri kok jadi mempersulit nasabahnya😭",3,2025,brimo
dodo,"mohon segera di perbaiki bug nya, saat hendak mendaftar pilihan cabang kantor BRI nya tidak muncul bahkan ketika memasukkan alamat kantornya tidak terdeteksi",3,2025,brimo
Anggi Estianto,nge bug,3,2025,brimo
Papa Boy,force close sendiri tiap masuk.. sampah,3,2025,brimo
budi hartono,bagus,3,2025,brimo
Ika Siahaan,kenapa brimo nya bug ya aku mau buat akun malah kembali kembali terus,3,2025,brimo
Suzy19,kecewa sama bri karna uang yang diajukan saat setor atm tapi saldo tidak bertambah trus distruk atm keluar juga tidak terdeteksi uangnya oleh mesin saat pengajuan prosesnya lama 1 minggu sementara uang urgent mau digunakan belum uang yang dikembalikan tidak sesuai apa yang diajukan kapok banget setor tunai lewat mesin atm bri,3,2025,brimo
Yusuf Maluang,kenapa saldo tiba2 ada potongan padahal tidak ada melakukan transaksi? apa sekarang brimo se enaknyaa potong saldo nasabah?,3,2025,brimo
Diyahh Indahsary0924,kenapa ewallet dibrimo tiba2 tidak bisa digunakan .biasanya lancar2 aja,3,2025,brimo
iwan iwan,terlalu sering gangguan,3,2025,brimo
Nafi Sa,bagus,3,2025,brimo
Bunga Khoirun nisa,"padahal saya sudah login menggunakan nomor yang sama dan sudah ada paket internetnya,tapi tetep tidak bisa masuk atau login",3,2025,brimo
Ombule Karmansyah,bintang 3 aja lah cukup,3,2025,brimo
Ediysul Larno,qris gak bsa dpake,3,2025,brimo
Muhammad Husen,untk firur NFC brimo apa tdk ada? tdk bisa untk cek saldo etol yah?,3,2025,brimo
Praditya Kusuma Wardani,"tolong lah admin, saya sudah finger tapi ga bisa dibuka. udah 2 minggu kayak begini loh",3,2025,brimo
